TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,38.60352124747969,39.761377171534924,42.060077907547225
2026-03-25 17:00:00,31.456150961224843,33.49222015146399,35.56563672597953
2026-03-25 18:00:00,20.869938652108182,22.52350862739867,24.47323467252217
2026-03-25 19:00:00,10.769325811203839,11.727895089071016,14.21561525143561
