TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,38.14180478891993,38.7956303709951,39.372371673583984
2026-03-25 17:00:00,32.05633758502087,32.66300749190854,33.64880990885567
2026-03-25 18:00:00,21.709707607561462,22.386536410989343,23.637344359418417
2026-03-25 19:00:00,11.97545885515052,12.456599063369913,12.858625411987305
