TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,43.90077716763301,45.26627569433932,47.40636534647549
2026-03-25 17:00:00,34.99470716156996,37.11281683933087,39.3580068649097
2026-03-25 18:00:00,26.91986161930452,28.429904993200996,30.89402955184454
2026-03-25 19:00:00,13.670149793768788,15.423691218122901,17.95145794774481
