TimeStamp,InUseCapacity_P50,InUseCapacity_Actual
2026-03-22 18:00:00,1.3793590235377322,1.0
2026-03-22 19:00:00,0.9243843332524753,1.2333333333333334
2026-03-22 20:00:00,0.7519398032456001,1.0
2026-03-22 21:00:00,0.38562660342749755,0.9333333333333332
2026-03-22 22:00:00,0.1069871093620807,0.0
2026-03-22 23:00:00,0.2291967096598956,0.0
2026-03-23 00:00:00,0.04947717227218534,0.0
2026-03-23 01:00:00,0.030811718925009203,0.0
2026-03-23 02:00:00,0.06800969180405342,0.0
2026-03-23 03:00:00,0.13681552499559596,0.0
2026-03-23 04:00:00,0.01898595604520508,0.0
2026-03-23 05:00:00,0.16808666311588186,0.0
2026-03-23 06:00:00,2.261691013050107,1.8666666666666667
2026-03-23 07:00:00,18.397023521472164,16.4
2026-03-23 08:00:00,40.10261832581905,42.38333333333333
2026-03-23 09:00:00,49.48239131190948,53.28333333333333
2026-03-23 10:00:00,50.58179494204953,56.88333333333333
2026-03-23 11:00:00,48.95621273586387,53.016666666666666
2026-03-23 12:00:00,45.11091580079824,48.85
2026-03-23 13:00:00,44.159944435214584,42.91666666666666
2026-03-23 14:00:00,43.19569087897398,41.63333333333333
2026-03-23 15:00:00,41.18291928719325,40.91666666666666
2026-03-23 16:00:00,37.48385234169695,36.49152542372882
2026-03-23 17:00:00,29.851634111014185,30.62295081967213
2026-03-23 18:00:00,21.25058467838268,18.4
2026-03-23 19:00:00,10.320685190106202,8.783333333333333
2026-03-23 20:00:00,4.345026359393472,4.65
2026-03-23 21:00:00,1.6680287586725018,2.1333333333333333
2026-03-23 22:00:00,0.4342217315890078,0.2542372881355932
2026-03-23 23:00:00,0.2333138804479437,0.0
2026-03-24 00:00:00,0.07129912673403617,0.0
2026-03-24 01:00:00,0.0008855083456350901,0.0
2026-03-24 02:00:00,0.059628100063777084,0.0
2026-03-24 03:00:00,0.02303979219534226,0.0
2026-03-24 04:00:00,0.05036887635509624,0.0
2026-03-24 05:00:00,0.41329377776541115,0.0
2026-03-24 06:00:00,2.867226590575318,1.55
2026-03-24 07:00:00,19.69767250482773,18.35593220338983
2026-03-24 08:00:00,43.15390157667456,47.11666666666667
2026-03-24 09:00:00,51.917827665712366,55.704918032786885
2026-03-24 10:00:00,53.413635986387064,54.833333333333336
2026-03-24 11:00:00,52.95477999927009,48.05
2026-03-24 12:00:00,47.81699100752719,43.32203389830509
2026-03-24 13:00:00,45.47504707652395,39.56666666666667
2026-03-24 14:00:00,42.99796145879775,37.09836065573771
2026-03-24 15:00:00,42.13048266172521,37.016666666666666
2026-03-24 16:00:00,37.827995041046336,37.8
2026-03-24 17:00:00,29.02183002115875,29.933333333333334
2026-03-24 18:00:00,18.937940030577874,20.1
2026-03-24 19:00:00,9.522179402793512,11.15
2026-03-24 20:00:00,3.7887313172015653,3.1
2026-03-24 21:00:00,1.2672668519350725,1.7
2026-03-24 22:00:00,0.5582800910478759,0.0
2026-03-24 23:00:00,0.15069558530562072,0.0
2026-03-25 00:00:00,0.010732939087935107,0.0
2026-03-25 01:00:00,0.007877669479369846,0.0
2026-03-25 02:00:00,0.015764586502924977,0.0
2026-03-25 03:00:00,0.0016998466428092482,0.0
2026-03-25 04:00:00,0.022830503634352378,0.0
2026-03-25 05:00:00,0.2696397349894322,0.0
2026-03-25 06:00:00,2.976255374562352,0.7833333333333333
2026-03-25 07:00:00,21.230953699381732,14.433333333333334
2026-03-25 08:00:00,44.72383530349384,37.23333333333333
2026-03-25 09:00:00,53.169973298573275,47.61666666666667
2026-03-25 10:00:00,53.697292216110284,51.38333333333333
2026-03-25 11:00:00,49.63452725656428,48.766666666666666
2026-03-25 12:00:00,45.95136514345289,44.66666666666666
2026-03-25 13:00:00,42.65589978837967,41.440677966101696
2026-03-25 14:00:00,41.605990533558305,42.8688524590164
2026-03-25 15:00:00,41.591564861632264,40.95
