TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,41.63769859115462,43.42625807018289,46.50012311252973
2026-03-25 17:00:00,33.10389768298856,35.421346983098346,38.104679921540665
2026-03-25 18:00:00,25.548647798550682,27.14650502104477,29.924681047125226
2026-03-25 19:00:00,13.596921559643405,15.393581897427943,18.158450193025008
