TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,38.782265966808794,40.03596498955403,42.20473080825806
2026-03-25 17:00:00,31.088620612072184,33.003367759204814,35.30492530107006
2026-03-25 18:00:00,21.342465409916368,23.12018244236655,25.604153180722783
2026-03-25 19:00:00,10.961221829086245,11.87568770208724,14.196907156169411
