TimeStamp,InUseCapacity_P50,InUseCapacity_P70,InUseCapacity_P90
2026-03-25 16:00:00,38.02340597770554,38.62438416272192,39.32728547133744
2026-03-25 17:00:00,31.889631035611643,32.70088664977599,33.691497802734375
2026-03-25 18:00:00,21.900280005792432,22.61909831068795,23.674495697021484
2026-03-25 19:00:00,11.840808313976593,12.346514486962375,12.858625411987305
