TimeStamp,InUseCapacity_P50,InUseCapacity_Actual
2026-03-22 18:00:00,0.6136788468222223,1.0
2026-03-22 19:00:00,0.5629633719579461,1.2333333333333334
2026-03-22 20:00:00,0.5455522384258801,1.0
2026-03-22 21:00:00,0.36920696035551537,0.9333333333333332
2026-03-22 22:00:00,0.4591984138579595,0.0
2026-03-22 23:00:00,0.5888761831434137,0.0
2026-03-23 00:00:00,0.8542389958079628,0.0
2026-03-23 01:00:00,0.9851142965897157,0.0
2026-03-23 02:00:00,0.9776142644142072,0.0
2026-03-23 03:00:00,0.7598732619454805,0.0
2026-03-23 04:00:00,0.9526959621024367,0.0
2026-03-23 05:00:00,0.9335632659011507,0.0
2026-03-23 06:00:00,1.1734656369301737,1.8666666666666667
2026-03-23 07:00:00,12.051697723041167,16.4
2026-03-23 08:00:00,15.27716252555062,42.38333333333333
2026-03-23 09:00:00,41.162393533606874,53.28333333333333
2026-03-23 10:00:00,50.817904683666434,56.88333333333333
2026-03-23 11:00:00,50.82837852488297,53.016666666666666
2026-03-23 12:00:00,46.784653022512444,48.85
2026-03-23 13:00:00,44.25841815692691,42.91666666666666
2026-03-23 14:00:00,42.52892081576947,41.63333333333333
2026-03-23 15:00:00,40.666983429180775,40.91666666666666
2026-03-23 16:00:00,36.80564340318293,36.49152542372882
2026-03-23 17:00:00,32.88683336903998,30.62295081967213
2026-03-23 18:00:00,23.058254469297783,18.4
2026-03-23 19:00:00,12.235348386969543,8.783333333333333
2026-03-23 20:00:00,5.439188053635802,4.65
2026-03-23 21:00:00,1.2295837282812336,2.1333333333333333
2026-03-23 22:00:00,0.7279393259115639,0.2542372881355932
2026-03-23 23:00:00,0.6614345130514134,0.0
2026-03-24 00:00:00,0.8077819314216221,0.0
2026-03-24 01:00:00,0.8695238383591786,0.0
2026-03-24 02:00:00,0.752311060736296,0.0
2026-03-24 03:00:00,0.5780096216616608,0.0
2026-03-24 04:00:00,0.8295010367046217,0.0
2026-03-24 05:00:00,0.6636713545493126,0.0
2026-03-24 06:00:00,2.0148676741327334,1.55
2026-03-24 07:00:00,17.23603803446396,18.35593220338983
2026-03-24 08:00:00,41.71842239778864,47.11666666666667
2026-03-24 09:00:00,53.48516537872101,55.704918032786885
2026-03-24 10:00:00,56.63773252269654,54.833333333333336
2026-03-24 11:00:00,55.19146743453988,48.05
2026-03-24 12:00:00,50.398907842160824,43.32203389830509
2026-03-24 13:00:00,45.54752268878512,39.56666666666667
2026-03-24 14:00:00,43.16066620450202,37.09836065573771
2026-03-24 15:00:00,40.08847398218593,37.016666666666666
2026-03-24 16:00:00,35.84940857794583,37.8
2026-03-24 17:00:00,29.657674900947722,29.933333333333334
2026-03-24 18:00:00,20.072181436904536,20.1
2026-03-24 19:00:00,10.972517809510846,11.15
2026-03-24 20:00:00,4.912241479596572,3.1
2026-03-24 21:00:00,1.6601038398816046,1.7
2026-03-24 22:00:00,0.780241158123073,0.0
2026-03-24 23:00:00,0.5722170273782832,0.0
2026-03-25 00:00:00,0.8491548771560338,0.0
2026-03-25 01:00:00,0.8506343028212193,0.0
2026-03-25 02:00:00,0.636878461168233,0.0
2026-03-25 03:00:00,0.40382839791626973,0.0
2026-03-25 04:00:00,0.4848970930613479,0.0
2026-03-25 05:00:00,0.5032217555321267,0.0
2026-03-25 06:00:00,1.6533173221179314,0.7833333333333333
2026-03-25 07:00:00,17.193105974422977,14.433333333333334
2026-03-25 08:00:00,41.88231834027749,37.23333333333333
2026-03-25 09:00:00,50.623479119832524,47.61666666666667
2026-03-25 10:00:00,53.95204761697782,51.38333333333333
2026-03-25 11:00:00,47.59451999618636,48.766666666666666
2026-03-25 12:00:00,43.60477544150816,44.66666666666666
2026-03-25 13:00:00,40.25729460804767,41.440677966101696
2026-03-25 14:00:00,38.90193595092403,42.8688524590164
2026-03-25 15:00:00,38.643872875513644,40.95
