TimeStamp,DesiredCapacity,InsufficientConcurrencyLimitError,InsufficientCapacityError,ActualCapacity,CapacityUtilization,InUseCapacity,AvailableCapacity,hour,day_of_week,is_holiday,item_id
2024-12-25 17:00:00,5.0,,,5.0,0.0,0.0,5.0,17,2,1,appstream_fleet
2024-12-25 18:00:00,4.016666666666667,,,4.05,0.0,0.0,4.05,18,2,1,appstream_fleet
2024-12-25 19:00:00,2.0,,,2.0,0.0,0.0,2.0,19,2,1,appstream_fleet
2024-12-25 20:00:00,2.0,,,2.0,0.0,0.0,2.0,20,2,1,appstream_fleet
2024-12-25 21:00:00,2.0,,,2.0,0.0,0.0,2.0,21,2,1,appstream_fleet
2024-12-25 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,2,1,appstream_fleet
2024-12-25 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,2,1,appstream_fleet
2024-12-26 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,3,1,appstream_fleet
2024-12-26 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,3,1,appstream_fleet
2024-12-26 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,3,1,appstream_fleet
2024-12-26 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,3,1,appstream_fleet
2024-12-26 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,3,1,appstream_fleet
2024-12-26 05:00:00,28.0,,,22.966666666666665,0.0,0.0,22.966666666666665,5,3,1,appstream_fleet
2024-12-26 06:00:00,28.0,,,28.0,0.0,0.0,28.0,6,3,1,appstream_fleet
2024-12-26 07:00:00,28.0,,,28.0,0.0,0.0,28.0,7,3,1,appstream_fleet
2024-12-26 08:00:00,27.066666666666663,0.0,0.0,27.133333333333333,1.2360873694207026,0.3166666666666666,26.816666666666663,8,3,1,appstream_fleet
2024-12-26 09:00:00,20.7,,,20.78333333333333,4.861799057047409,1.0,19.78333333333333,9,3,1,appstream_fleet
2024-12-26 10:00:00,13.616666666666667,,,13.733333333333333,7.446320019849432,1.0,12.733333333333333,10,3,1,appstream_fleet
2024-12-26 11:00:00,6.883333333333334,,,6.933333333333334,15.375,1.0,5.933333333333334,11,3,1,appstream_fleet
2024-12-26 12:00:00,5.0,,,4.833333333333333,13.0,0.65,4.183333333333334,12,3,1,appstream_fleet
2024-12-26 13:00:00,5.0,,,5.0,0.0,0.0,5.0,13,3,1,appstream_fleet
2024-12-26 14:00:00,5.0,,,5.0,0.0,0.0,5.0,14,3,1,appstream_fleet
2024-12-26 15:00:00,5.0,,,5.0,0.0,0.0,5.0,15,3,1,appstream_fleet
2024-12-26 16:00:00,5.0,,,5.0,0.0,0.0,5.0,16,3,1,appstream_fleet
2024-12-26 17:00:00,5.0,,,5.0,0.0,0.0,5.0,17,3,1,appstream_fleet
2024-12-26 18:00:00,4.05,,,4.083333333333333,0.0,0.0,4.083333333333333,18,3,1,appstream_fleet
2024-12-26 19:00:00,2.0,,,2.0,0.0,0.0,2.0,19,3,1,appstream_fleet
2024-12-26 20:00:00,2.0,,,2.0,0.0,0.0,2.0,20,3,1,appstream_fleet
2024-12-26 21:00:00,2.0,,,2.0,0.0,0.0,2.0,21,3,1,appstream_fleet
2024-12-26 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,3,1,appstream_fleet
2024-12-26 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,3,1,appstream_fleet
2024-12-27 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,4,0,appstream_fleet
2024-12-27 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,4,0,appstream_fleet
2024-12-27 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,4,0,appstream_fleet
2024-12-27 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,4,0,appstream_fleet
2024-12-27 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,4,0,appstream_fleet
2024-12-27 05:00:00,28.0,0.0,0.0,22.55,0.119047619047619,0.0333333333333333,22.516666666666666,5,4,0,appstream_fleet
2024-12-27 06:00:00,28.0,0.0,0.0,28.0,5.11904761904762,1.4333333333333331,26.566666666666663,6,4,0,appstream_fleet
2024-12-27 07:00:00,28.166666666666668,0.0,0.0,27.9,36.78130511463845,10.233333333333333,17.666666666666668,7,4,0,appstream_fleet
2024-12-27 08:00:00,36.15,0.0,0.0,33.43333333333333,64.30463379597835,21.33333333333333,12.1,8,4,0,appstream_fleet
2024-12-27 09:00:00,45.083333333333336,0.0,0.0,43.98333333333333,56.7088689962497,24.866666666666667,19.116666666666667,9,4,0,appstream_fleet
2024-12-27 10:00:00,45.53333333333333,0.0,0.0,45.03333333333333,53.33752445734247,24.016666666666666,21.016666666666666,10,4,0,appstream_fleet
2024-12-27 11:00:00,38.73333333333333,0.0,0.0,38.0,52.19769486642552,19.78333333333333,18.216666666666665,11,4,0,appstream_fleet
2024-12-27 12:00:00,33.93333333333333,0.0,0.0,33.333333333333336,51.86485620641218,17.283333333333335,16.05,12,4,0,appstream_fleet
2024-12-27 13:00:00,35.71666666666667,0.0,0.0,33.53333333333333,61.58142232602621,20.633333333333333,12.9,13,4,0,appstream_fleet
2024-12-27 14:00:00,40.0,0.0,0.0,39.31666666666667,56.003816063026576,22.016666666666666,17.3,14,4,0,appstream_fleet
2024-12-27 15:00:00,40.0,0.0,0.0,39.95,54.3162955465587,21.7,18.25,15,4,0,appstream_fleet
2024-12-27 16:00:00,38.78333333333333,0.0,0.0,38.266666666666666,50.70889715626558,19.4,18.866666666666667,16,4,0,appstream_fleet
2024-12-27 17:00:00,33.61666666666667,0.0,0.0,32.96666666666667,50.02654872229113,16.466666666666665,16.5,17,4,0,appstream_fleet
2024-12-27 18:00:00,27.53333333333333,0.0,0.0,25.9,43.51131628023855,11.4,14.5,18,4,0,appstream_fleet
2024-12-27 19:00:00,13.45,,,12.816666666666666,38.653275602966005,4.8,8.016666666666667,19,4,0,appstream_fleet
2024-12-27 20:00:00,4.283333333333333,,,3.9,37.88095238095239,1.4666666666666666,2.433333333333333,20,4,0,appstream_fleet
2024-12-27 21:00:00,2.0,,,1.8,9.166666666666666,0.1833333333333333,1.6166666666666667,21,4,0,appstream_fleet
2024-12-27 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,4,0,appstream_fleet
2024-12-27 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,4,0,appstream_fleet
2024-12-28 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,5,0,appstream_fleet
2024-12-28 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,5,0,appstream_fleet
2024-12-28 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,5,0,appstream_fleet
2024-12-28 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,5,0,appstream_fleet
2024-12-28 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,5,0,appstream_fleet
2024-12-28 05:00:00,5.0,,,4.35,0.0,0.0,4.35,5,5,0,appstream_fleet
2024-12-28 06:00:00,5.0,,,5.0,0.0,0.0,5.0,6,5,0,appstream_fleet
2024-12-28 07:00:00,5.0,0.0,0.0,5.0,10.0,0.5,4.5,7,5,0,appstream_fleet
2024-12-28 08:00:00,7.333333333333333,0.0,0.6060606060606061,6.066666666666666,68.16335978835978,4.066666666666666,2.0,8,5,0,appstream_fleet
2024-12-28 09:00:00,13.216666666666669,0.0,0.0,12.25,63.174020424020426,7.7,4.55,9,5,0,appstream_fleet
2024-12-28 10:00:00,15.0,0.0,0.0,14.916666666666666,53.650793650793645,8.0,6.916666666666667,10,5,0,appstream_fleet
2024-12-28 11:00:00,14.233333333333333,0.0,0.0,14.05,54.22100122100122,7.616666666666666,6.433333333333334,11,5,0,appstream_fleet
2024-12-28 12:00:00,10.9,0.0,0.0,10.516666666666667,52.50696063196063,5.45,5.066666666666666,12,5,0,appstream_fleet
2024-12-28 13:00:00,10.066666666666666,0.0,0.0,9.533333333333331,53.38293650793651,4.983333333333333,4.55,13,5,0,appstream_fleet
2024-12-28 14:00:00,10.25,0.0,0.0,9.216666666666669,57.09986772486772,5.233333333333333,3.983333333333333,14,5,0,appstream_fleet
2024-12-28 15:00:00,13.966666666666669,0.0,0.0,13.25,53.71309246309247,7.033333333333333,6.216666666666667,15,5,0,appstream_fleet
2024-12-28 16:00:00,14.0,0.0,0.0,14.0,56.7857142857143,7.95,6.05,16,5,0,appstream_fleet
2024-12-28 17:00:00,13.8,0.0,0.0,13.1,48.13852813852815,6.366666666666666,6.733333333333333,17,5,0,appstream_fleet
2024-12-28 18:00:00,9.0,,,9.05,45.08922558922559,4.0,5.05,18,5,0,appstream_fleet
2024-12-28 19:00:00,8.0,,,7.983333333333333,49.88095238095238,3.983333333333333,4.0,19,5,0,appstream_fleet
2024-12-28 20:00:00,6.6,,,6.3,42.66269841269842,2.683333333333333,3.6166666666666663,20,5,0,appstream_fleet
2024-12-28 21:00:00,3.8333333333333335,,,3.5,33.0,1.2833333333333334,2.216666666666667,21,5,0,appstream_fleet
2024-12-28 22:00:00,2.033333333333333,,,2.033333333333333,0.0,0.0,2.033333333333333,22,5,0,appstream_fleet
2024-12-28 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,5,0,appstream_fleet
2024-12-29 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,6,0,appstream_fleet
2024-12-29 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,6,0,appstream_fleet
2024-12-29 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,6,0,appstream_fleet
2024-12-29 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,6,0,appstream_fleet
2024-12-29 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,6,0,appstream_fleet
2024-12-29 05:00:00,2.9833333333333334,,,2.8,0.0,0.0,2.8,5,6,0,appstream_fleet
2024-12-29 06:00:00,3.0,,,3.0,0.0,0.0,3.0,6,6,0,appstream_fleet
2024-12-29 07:00:00,3.0,0.0,0.0,3.0,20.000000000000007,0.6,2.4,7,6,0,appstream_fleet
2024-12-29 08:00:00,3.8,0.0,0.0,3.6,52.22222222222222,1.8666666666666667,1.7333333333333334,8,6,0,appstream_fleet
2024-12-29 09:00:00,5.316666666666666,0.0,0.0,4.7,67.51190476190476,3.1666666666666665,1.5333333333333334,9,6,0,appstream_fleet
2024-12-29 10:00:00,6.75,0.0,0.0,6.583333333333333,50.11904761904761,3.3,3.283333333333333,10,6,0,appstream_fleet
2024-12-29 11:00:00,5.983333333333333,,,5.816666666666666,46.5,2.716666666666667,3.1,11,6,0,appstream_fleet
2024-12-29 12:00:00,4.116666666666666,,,4.15,48.5,2.0,2.15,12,6,0,appstream_fleet
2024-12-29 13:00:00,3.783333333333333,,,3.6,41.25,1.5166666666666666,2.083333333333333,13,6,0,appstream_fleet
2024-12-29 14:00:00,3.0,,,3.0,33.33333333333334,1.0,2.0,14,6,0,appstream_fleet
2024-12-29 15:00:00,3.75,0.0,0.0,3.3666666666666667,57.777777777777786,1.8666666666666667,1.5,15,6,0,appstream_fleet
2024-12-29 16:00:00,4.0,,,4.0,50.0,2.0,2.0,16,6,0,appstream_fleet
2024-12-29 17:00:00,4.533333333333333,0.0,0.0,4.15,56.333333333333336,2.316666666666667,1.8333333333333333,17,6,0,appstream_fleet
2024-12-29 18:00:00,4.95,0.0,0.0,4.783333333333333,52.16666666666666,2.5,2.283333333333333,18,6,0,appstream_fleet
2024-12-29 19:00:00,4.0,,,4.0,50.0,2.0,2.0,19,6,0,appstream_fleet
2024-12-29 20:00:00,3.1333333333333333,0.0,0.0,3.0,42.083333333333336,1.2333333333333334,1.7666666666666666,20,6,0,appstream_fleet
2024-12-29 21:00:00,2.0,0.0,0.0,2.0,50.0,1.0,1.0,21,6,0,appstream_fleet
2024-12-29 22:00:00,3.6,0.0,0.4,3.1666666666666665,64.16666666666667,1.8666666666666667,1.3,22,6,0,appstream_fleet
2024-12-29 23:00:00,4.0,,,4.0,50.0,2.0,2.0,23,6,0,appstream_fleet
2024-12-30 00:00:00,4.0,,,4.0,50.0,2.0,2.0,0,0,0,appstream_fleet
2024-12-30 01:00:00,4.0,,,4.0,50.0,2.0,2.0,1,0,0,appstream_fleet
2024-12-30 02:00:00,3.2666666666666666,,,2.933333333333333,23.888888888888893,0.9,2.033333333333333,2,0,0,appstream_fleet
2024-12-30 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,0,0,appstream_fleet
2024-12-30 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,0,0,appstream_fleet
2024-12-30 05:00:00,28.0,,,22.73333333333333,0.0,0.0,22.73333333333333,5,0,0,appstream_fleet
2024-12-30 06:00:00,28.0,0.0,0.0,28.0,5.238095238095238,1.4666666666666666,26.53333333333333,6,0,0,appstream_fleet
2024-12-30 07:00:00,28.0,0.0,0.0,27.8,38.46781305114639,10.683333333333334,17.116666666666667,7,0,0,appstream_fleet
2024-12-30 08:00:00,32.9,0.0,0.0,30.48333333333333,62.57189797757135,19.2,11.283333333333331,8,0,0,appstream_fleet
2024-12-30 09:00:00,46.91666666666666,0.0,0.0,45.06666666666667,58.40086744416338,26.183333333333334,18.883333333333333,9,0,0,appstream_fleet
2024-12-30 10:00:00,49.0,0.0,0.0,48.5,58.243761156945055,28.25,20.25,10,0,0,appstream_fleet
2024-12-30 11:00:00,48.9,0.0,0.0,48.18333333333333,52.48504366285522,25.28333333333333,22.9,11,0,0,appstream_fleet
2024-12-30 12:00:00,45.25,0.0,0.0,44.53333333333333,49.72567191032007,22.15,22.383333333333333,12,0,0,appstream_fleet
2024-12-30 13:00:00,40.06666666666667,0.0,0.0,39.18333333333333,51.955447840713695,20.316666666666663,18.866666666666667,13,0,0,appstream_fleet
2024-12-30 14:00:00,40.1,0.0,0.0,38.75,57.917012976383965,22.433333333333334,16.316666666666666,14,0,0,appstream_fleet
2024-12-30 15:00:00,42.0,0.0,0.0,41.8,57.05574912891986,23.85,17.95,15,0,0,appstream_fleet
2024-12-30 16:00:00,41.7,0.0,0.0,40.81666666666667,52.90750986177815,21.616666666666667,19.2,16,0,0,appstream_fleet
2024-12-30 17:00:00,35.63333333333333,0.0,0.0,34.9,50.22355166472813,17.533333333333335,17.366666666666667,17,0,0,appstream_fleet
2024-12-30 18:00:00,31.03333333333333,0.0,0.0,30.166666666666668,48.02853870422002,14.516666666666667,15.65,18,0,0,appstream_fleet
2024-12-30 19:00:00,17.75,,,16.5,42.718056519757056,6.916666666666667,9.583333333333334,19,0,0,appstream_fleet
2024-12-30 20:00:00,6.316666666666666,,,6.0,50.42857142857143,3.033333333333333,2.966666666666667,20,0,0,appstream_fleet
2024-12-30 21:00:00,2.95,,,2.6166666666666667,19.888888888888893,0.65,1.9666666666666663,21,0,0,appstream_fleet
2024-12-30 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,0,0,appstream_fleet
2024-12-30 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,0,0,appstream_fleet
2024-12-31 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,1,0,appstream_fleet
2024-12-31 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,1,0,appstream_fleet
2024-12-31 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,1,0,appstream_fleet
2024-12-31 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,1,0,appstream_fleet
2024-12-31 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,1,0,appstream_fleet
2024-12-31 05:00:00,28.0,,,22.85,0.0,0.0,22.85,5,1,0,appstream_fleet
2024-12-31 06:00:00,28.0,0.0,0.0,28.0,2.321428571428571,0.65,27.35,6,1,0,appstream_fleet
2024-12-31 07:00:00,28.0,0.0,0.0,28.0,33.51190476190477,9.383333333333333,18.616666666666667,7,1,0,appstream_fleet
2024-12-31 08:00:00,27.73333333333333,0.0,0.0,27.566666666666663,52.438271604938265,14.433333333333334,13.133333333333333,8,1,0,appstream_fleet
2024-12-31 09:00:00,34.65,0.0,0.0,32.7,62.80007702745427,20.433333333333334,12.266666666666667,9,1,0,appstream_fleet
2024-12-31 10:00:00,40.2,0.0,0.0,39.2,57.09484409115346,22.35,16.85,10,1,0,appstream_fleet
2024-12-31 11:00:00,38.18333333333333,0.0,0.0,37.0,44.30739296491014,16.4,20.6,11,1,0,appstream_fleet
2024-12-31 12:00:00,27.15,,,26.65,45.63599242168667,12.133333333333333,14.516666666666667,12,1,0,appstream_fleet
2024-12-31 13:00:00,16.366666666666667,0.0,0.0,15.183333333333334,38.3359488304131,5.75,9.433333333333334,13,1,0,appstream_fleet
2024-12-31 14:00:00,7.366666666666666,0.0,0.0,7.233333333333333,47.16666666666666,3.333333333333333,3.9,14,1,0,appstream_fleet
2024-12-31 15:00:00,6.433333333333334,0.0,0.0,6.066666666666666,56.98412698412699,3.466666666666667,2.6,15,1,0,appstream_fleet
2024-12-31 16:00:00,8.65,,,8.266666666666667,51.18386243386244,4.2,4.066666666666666,16,1,0,appstream_fleet
2024-12-31 17:00:00,7.016666666666667,,,7.016666666666667,56.78571428571429,3.983333333333333,3.033333333333333,17,1,0,appstream_fleet
2024-12-31 18:00:00,4.45,,,4.016666666666667,37.28174603174604,1.4833333333333334,2.533333333333333,18,1,0,appstream_fleet
2024-12-31 19:00:00,2.0,,,2.0,50.0,1.0,1.0,19,1,0,appstream_fleet
2024-12-31 20:00:00,2.0,0.0,0.0,1.8166666666666669,30.83333333333333,0.6166666666666667,1.2,20,1,0,appstream_fleet
2024-12-31 21:00:00,2.0,,,2.0,50.0,1.0,1.0,21,1,0,appstream_fleet
2024-12-31 22:00:00,2.0,,,1.8333333333333333,31.666666666666668,0.6333333333333333,1.2,22,1,0,appstream_fleet
2024-12-31 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,1,0,appstream_fleet
2025-01-01 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,2,1,appstream_fleet
2025-01-01 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,2,1,appstream_fleet
2025-01-01 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,2,1,appstream_fleet
2025-01-01 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,2,1,appstream_fleet
2025-01-01 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,2,1,appstream_fleet
2025-01-01 05:00:00,28.0,,,22.55,0.0,0.0,22.55,5,2,1,appstream_fleet
2025-01-01 06:00:00,28.0,,,28.0,0.0,0.0,28.0,6,2,1,appstream_fleet
2025-01-01 07:00:00,28.0,,,28.0,0.0,0.0,28.0,7,2,1,appstream_fleet
2025-01-01 08:00:00,27.0,0.0,0.0,27.066666666666663,0.4,0.1,26.966666666666665,8,2,1,appstream_fleet
2025-01-01 09:00:00,20.666666666666668,,,20.716666666666665,4.880584921253248,1.0,19.716666666666665,9,2,1,appstream_fleet
2025-01-01 10:00:00,12.733333333333333,,,12.65,1.219362745098039,0.2,12.45,10,2,1,appstream_fleet
2025-01-01 11:00:00,6.033333333333333,0.0,0.0,6.116666666666666,1.0,0.05,6.066666666666666,11,2,1,appstream_fleet
2025-01-01 12:00:00,5.0,,,5.0,20.0,1.0,4.0,12,2,1,appstream_fleet
2025-01-01 13:00:00,5.0,,,5.0,20.0,1.0,4.0,13,2,1,appstream_fleet
2025-01-01 14:00:00,5.0,0.0,0.0,4.8,3.6666666666666665,0.1833333333333333,4.616666666666666,14,2,1,appstream_fleet
2025-01-01 15:00:00,5.0,,,5.0,20.0,1.0,4.0,15,2,1,appstream_fleet
2025-01-01 16:00:00,5.0,,,5.0,20.0,1.0,4.0,16,2,1,appstream_fleet
2025-01-01 17:00:00,5.0,,,4.833333333333333,5.333333333333333,0.2666666666666666,4.566666666666666,17,2,1,appstream_fleet
2025-01-01 18:00:00,4.033333333333333,,,4.066666666666666,0.0,0.0,4.066666666666666,18,2,1,appstream_fleet
2025-01-01 19:00:00,2.0,,,2.0,0.0,0.0,2.0,19,2,1,appstream_fleet
2025-01-01 20:00:00,2.0,,,2.0,0.0,0.0,2.0,20,2,1,appstream_fleet
2025-01-01 21:00:00,2.0,,,2.0,0.0,0.0,2.0,21,2,1,appstream_fleet
2025-01-01 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,2,1,appstream_fleet
2025-01-01 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,2,1,appstream_fleet
2025-01-02 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,3,0,appstream_fleet
2025-01-02 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,3,0,appstream_fleet
2025-01-02 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,3,0,appstream_fleet
2025-01-02 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,3,0,appstream_fleet
2025-01-02 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,3,0,appstream_fleet
2025-01-02 05:00:00,28.0,,,22.766666666666666,0.0,0.0,22.766666666666666,5,3,0,appstream_fleet
2025-01-02 06:00:00,28.0,0.0,0.0,28.0,4.464285714285714,1.25,26.75,6,3,0,appstream_fleet
2025-01-02 07:00:00,28.0,0.0,0.0,28.0,28.69047619047619,8.033333333333333,19.966666666666665,7,3,0,appstream_fleet
2025-01-02 08:00:00,30.5,0.0,0.0,29.366666666666667,57.93699121648002,17.016666666666666,12.35,8,3,0,appstream_fleet
2025-01-02 09:00:00,38.333333333333336,0.0,0.0,36.7,61.064205835547305,22.383333333333333,14.316666666666666,9,3,0,appstream_fleet
2025-01-02 10:00:00,44.98333333333333,0.0,0.0,43.18333333333333,59.2531927955904,25.566666666666663,17.616666666666667,10,3,0,appstream_fleet
2025-01-02 11:00:00,47.5,0.0,0.0,46.65,50.95389722022903,23.78333333333333,22.866666666666667,11,3,0,appstream_fleet
2025-01-02 12:00:00,40.35,0.0,0.0,39.75,49.29712174011664,19.58333333333333,20.166666666666668,12,3,0,appstream_fleet
2025-01-02 13:00:00,35.31666666666667,0.0,0.0,35.05,55.88095238095239,19.58333333333333,15.466666666666669,13,3,0,appstream_fleet
2025-01-02 14:00:00,40.73333333333333,0.0,0.0,38.9,59.40103333528733,23.0,15.9,14,3,0,appstream_fleet
2025-01-02 15:00:00,42.36666666666667,0.0,0.0,42.1,52.28578111873632,22.016666666666666,20.08333333333333,15,3,0,appstream_fleet
2025-01-02 16:00:00,38.46666666666667,0.0,0.0,37.86666666666667,52.36269728374991,19.83333333333333,18.03333333333333,16,3,0,appstream_fleet
2025-01-02 17:00:00,31.383333333333333,0.0,0.0,30.65,50.11361114959886,15.333333333333334,15.316666666666666,17,3,0,appstream_fleet
2025-01-02 18:00:00,21.716666666666665,,,20.4,45.94247563202167,9.666666666666666,10.733333333333333,18,3,0,appstream_fleet
2025-01-02 19:00:00,11.1,,,11.183333333333334,39.2027417027417,4.266666666666667,6.916666666666667,19,3,0,appstream_fleet
2025-01-02 20:00:00,4.4,,,4.033333333333333,39.083333333333336,1.5833333333333333,2.45,20,3,0,appstream_fleet
2025-01-02 21:00:00,2.0,,,1.8166666666666669,39.16666666666666,0.7833333333333333,1.0333333333333334,21,3,0,appstream_fleet
2025-01-02 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,3,0,appstream_fleet
2025-01-02 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,3,0,appstream_fleet
2025-01-03 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,4,0,appstream_fleet
2025-01-03 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,4,0,appstream_fleet
2025-01-03 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,4,0,appstream_fleet
2025-01-03 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,4,0,appstream_fleet
2025-01-03 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,4,0,appstream_fleet
2025-01-03 05:00:00,28.0,,,22.433333333333334,0.0,0.0,22.433333333333334,5,4,0,appstream_fleet
2025-01-03 06:00:00,28.0,0.0,0.0,27.816666666666663,2.799823633156967,0.7833333333333333,27.03333333333333,6,4,0,appstream_fleet
2025-01-03 07:00:00,28.0,0.0,0.0,28.0,24.166666666666668,6.766666666666667,21.23333333333333,7,4,0,appstream_fleet
2025-01-03 08:00:00,27.616666666666667,0.0,0.0,27.25,47.39774114774115,12.816666666666666,14.433333333333334,8,4,0,appstream_fleet
2025-01-03 09:00:00,34.65,0.0,0.0,33.3,59.66264691686456,19.73333333333333,13.566666666666666,9,4,0,appstream_fleet
2025-01-03 10:00:00,38.0,0.0,0.0,37.05,59.09401709401709,21.9,15.15,10,4,0,appstream_fleet
2025-01-03 11:00:00,44.0,0.0,0.0,42.766666666666666,55.38621262458472,23.65,19.116666666666667,11,4,0,appstream_fleet
2025-01-03 12:00:00,41.833333333333336,0.0,0.0,41.71666666666667,51.67201599213795,21.55,20.166666666666668,12,4,0,appstream_fleet
2025-01-03 13:00:00,36.61666666666667,0.0,0.0,36.016666666666666,52.70362176244531,18.95,17.066666666666666,13,4,0,appstream_fleet
2025-01-03 14:00:00,35.9,0.0,0.0,34.55,56.626184817361285,19.566666666666663,14.983333333333333,14,4,0,appstream_fleet
2025-01-03 15:00:00,38.0,0.0,0.0,37.266666666666666,54.79268742426637,20.416666666666668,16.85,15,4,0,appstream_fleet
2025-01-03 16:00:00,40.0,0.0,0.0,38.75,56.57692863694147,21.883333333333333,16.866666666666667,16,4,0,appstream_fleet
2025-01-03 17:00:00,38.36666666666667,0.0,0.0,37.48333333333333,49.863409938959286,18.716666666666665,18.766666666666666,17,4,0,appstream_fleet
2025-01-03 18:00:00,29.933333333333334,0.0,0.0,29.316666666666663,47.855773020336514,14.05,15.266666666666667,18,4,0,appstream_fleet
2025-01-03 19:00:00,19.166666666666668,,,18.25,44.57529813985091,8.233333333333333,10.016666666666667,19,4,0,appstream_fleet
2025-01-03 20:00:00,10.866666666666667,,,10.566666666666666,40.26019813519814,4.316666666666666,6.25,20,4,0,appstream_fleet
2025-01-03 21:00:00,2.8,,,2.4833333333333334,20.25793650793651,0.5833333333333334,1.9,21,4,0,appstream_fleet
2025-01-03 22:00:00,2.0,,,2.0,0.0,0.0,2.0,22,4,0,appstream_fleet
2025-01-03 23:00:00,2.0,,,2.0,0.0,0.0,2.0,23,4,0,appstream_fleet
2025-01-04 00:00:00,2.0,,,2.0,0.0,0.0,2.0,0,5,0,appstream_fleet
2025-01-04 01:00:00,2.0,,,2.0,0.0,0.0,2.0,1,5,0,appstream_fleet
2025-01-04 02:00:00,2.0,,,2.0,0.0,0.0,2.0,2,5,0,appstream_fleet
2025-01-04 03:00:00,2.0,,,2.0,0.0,0.0,2.0,3,5,0,appstream_fleet
2025-01-04 04:00:00,2.0,,,2.0,0.0,0.0,2.0,4,5,0,appstream_fleet
2025-01-04 05:00:00,5.0,,,4.383333333333334,0.0,0.0,4.383333333333334,5,5,0,appstream_fleet
2025-01-04 06:00:00,5.0,,,5.0,0.0,0.0,5.0,6,5,0,appstream_fleet
2025-01-04 07:00:00,5.0,,,5.0,0.0,0.0,5.0,7,5,0,appstream_fleet
2025-01-04 08:00:00,5.366666666666666,0.0,0.0,4.816666666666666,46.19047619047619,2.1333333333333333,2.683333333333333,8,5,0,appstream_fleet
2025-01-04 09:00:00,7.433333333333334,0.0,0.0,7.033333333333333,60.92592592592593,4.283333333333333,2.75,9,5,0,appstream_fleet
2025-01-04 10:00:00,9.5,0.0,0.0,9.15,58.15488215488215,5.316666666666666,3.8333333333333335,10,5,0,appstream_fleet
2025-01-04 11:00:00,12.066666666666666,0.0,0.0,11.716666666666669,56.485042735042725,6.6,5.116666666666666,11,5,0,appstream_fleet
2025-01-04 12:00:00,13.0,,,12.966666666666669,53.71794871794872,6.966666666666667,6.0,12,5,0,appstream_fleet
